AC   MIPF0000001
ID   mir-1
ID   uc_osa-MIR5500
MI   MI0019018  osa-MIR5500
//
AC   MIPF0000001
ID   uc_osa-MIR5501
MI   MI0019019  osa-MIR5501
//
AC   MIPF0000001
ID   uc_osa-MIR5502
MI   MI0019020  osa-MIR5502
//
AC   MIPF0000001
ID   uc_osa-MIR5506
MI   MI0019024  osa-MIR5506
//
AC   MIPF0000001
ID   uc_osa-MIR5507
MI   MI0019025  osa-MIR5507
//
AC   MIPF0000001
ID   uc_osa-MIR5508
MI   MI0019026  osa-MIR5508
//
AC   MIPF0000001
ID   uc_osa-MIR5510
MI   MI0019028  osa-MIR5510
//
AC   MIPF0000001
ID   uc_osa-MIR5511
MI   MI0019029  osa-MIR5511
//
AC   MIPF0000001
ID   uc_osa-MIR5513
MI   MI0019031  osa-MIR5513
//
AC   MIPF0000001
ID   uc_osa-MIR5514
MI   MI0019033  osa-MIR5514
//
AC   MIPF0000001
ID   uc_osa-MIR5515
MI   MI0019034  osa-MIR5515
//
AC   MIPF0000001
ID   uc_osa-MIR5517
MI   MI0019036  osa-MIR5517
//
AC   MIPF0000001
ID   uc_osa-MIR5518
MI   MI0019037  osa-MIR5518
//
AC   MIPF0000001
ID   uc_osa-MIR5519
MI   MI0019038  osa-MIR5519
//
AC   MIPF0000001
ID   uc_osa-MIR5521
MI   MI0019040  osa-MIR5521
//
AC   MIPF0000001
ID   uc_osa-MIR5524
MI   MI0019044  osa-MIR5524
//
AC   MIPF0000001
ID   uc_osa-MIR5525
MI   MI0019045  osa-MIR5525
//
AC   MIPF0000001
ID   uc_osa-MIR5526
MI   MI0019046  osa-MIR5526
//
AC   MIPF0000001
ID   uc_osa-MIR5527
MI   MI0019047  osa-MIR5527
//
AC   MIPF0000001
ID   uc_osa-MIR5528
MI   MI0019048  osa-MIR5528
//
AC   MIPF0000001
ID   uc_osa-MIR5529
MI   MI0019049  osa-MIR5529
//
AC   MIPF0000001
ID   uc_osa-MIR5530
MI   MI0019050  osa-MIR5530
//
AC   MIPF0000001
ID   uc_osa-MIR5531
MI   MI0019051  osa-MIR5531
//
AC   MIPF0000001
ID   uc_osa-MIR5532
MI   MI0019052  osa-MIR5532
//
AC   MIPF0000001
ID   uc_osa-MIR5533
MI   MI0019053  osa-MIR5533
//
AC   MIPF0000001
ID   uc_osa-MIR5537
MI   MI0019058  osa-MIR5537
//
AC   MIPF0000001
ID   uc_osa-MIR5538
MI   MI0019059  osa-MIR5538
//
AC   MIPF0000001
ID   uc_osa-MIR5541
MI   MI0019062  osa-MIR5541
//
AC   MIPF0000001
ID   uc_osa-MIR5544
MI   MI0019065  osa-MIR5544
//
AC   MIPF0000001
ID   uc_osa-MIR5789
MI   MI0019801  osa-MIR5789
//
AC   MIPF0000001
ID   uc_osa-MIR5790
MI   MI0019802  osa-MIR5790
//
AC   MIPF0000001
ID   uc_osa-MIR5791
MI   MI0019803  osa-MIR5791
//
AC   MIPF0000001
ID   uc_osa-MIR5792
MI   MI0019804  osa-MIR5792
//
AC   MIPF0000001
ID   uc_osa-MIR5793
MI   MI0019805  osa-MIR5793
//
AC   MIPF0000001
ID   uc_osa-MIR5795
MI   MI0019808  osa-MIR5795
//
AC   MIPF0000001
ID   uc_osa-MIR5796
MI   MI0019809  osa-MIR5796
//
AC   MIPF0000001
ID   uc_osa-MIR5797
MI   MI0019810  osa-MIR5797
//
AC   MIPF0000001
ID   uc_osa-MIR5798
MI   MI0019811  osa-MIR5798
//
AC   MIPF0000001
ID   uc_osa-MIR5802
MI   MI0019816  osa-MIR5802
//
AC   MIPF0000001
ID   uc_osa-MIR5804
MI   MI0019820  osa-MIR5804
//
AC   MIPF0000001
ID   uc_osa-MIR5806
MI   MI0019822  osa-MIR5806
//
AC   MIPF0000001
ID   uc_osa-MIR5807
MI   MI0019824  osa-MIR5807
//
AC   MIPF0000001
ID   uc_osa-MIR5810
MI   MI0019827  osa-MIR5810
//
AC   MIPF0000001
ID   uc_osa-MIR5811
MI   MI0019828  osa-MIR5811
//
AC   MIPF0000001
ID   uc_osa-MIR5812
MI   MI0019829  osa-MIR5812
//
AC   MIPF0000001
ID   uc_osa-MIR5813
MI   MI0019830  osa-MIR5813
//
AC   MIPF0000001
ID   uc_osa-MIR5814
MI   MI0019831  osa-MIR5814
//
AC   MIPF0000001
ID   uc_osa-MIR5815
MI   MI0019832  osa-MIR5815
//
AC   MIPF0000001
ID   uc_osa-MIR5817
MI   MI0019835  osa-MIR5817
//
AC   MIPF0000001
ID   uc_osa-MIR5818
MI   MI0019836  osa-MIR5818
//
AC   MIPF0000001
ID   uc_osa-MIR5820
MI   MI0019838  osa-MIR5820
//
AC   MIPF0000001
ID   uc_osa-MIR5822
MI   MI0019840  osa-MIR5822
//
AC   MIPF0000001
ID   uc_osa-MIR5823
MI   MI0019841  osa-MIR5823
//
AC   MIPF0000001
ID   uc_osa-MIR5827
MI   MI0019846  osa-MIR5827
//
AC   MIPF0000001
ID   uc_osa-MIR5828
MI   MI0019847  osa-MIR5828
//
AC   MIPF0000001
ID   uc_osa-MIR5829
MI   MI0019848  osa-MIR5829
//
AC   MIPF0000001
ID   uc_osa-MIR5832
MI   MI0019852  osa-MIR5832
//
AC   MIPF0000001
ID   uc_osa-MIR5833
MI   MI0019853  osa-MIR5833
//
AC   MIPF0000001
ID   uc_osa-MIR5834
MI   MI0019854  osa-MIR5834
//
AC   MIPF0000001
ID   uc_osa-MIR5836
MI   MI0019857  osa-MIR5836
//
AC   MIPF0000001
ID   uc_osa-MIR5837
MI   MI0019858  osa-MIR5837
//
AC   MIPF0000001
ID   uc_osa-MIR6246
MI   MI0021594  osa-MIR6246
//
AC   MIPF0000001
ID   uc_osa-MIR6247
MI   MI0021595  osa-MIR6247
//
AC   MIPF0000001
ID   uc_osa-MIR6250
MI   MI0021600  osa-MIR6250
//
AC   MIPF0000001
ID   uc_osa-MIR6251
MI   MI0021601  osa-MIR6251
//
AC   MIPF0000001
ID   uc_osa-MIR6256
MI   MI0021606  osa-MIR6256
//
AC   MIPF0000001
ID   uc_osa-MIR7693
MI   MI0025200  osa-MIR7693
//
AC   MIPF0000001
ID   uc_osa-MIR817
MI   MI0005246  osa-MIR817
//
AC   MIPF0000001
ID   uc_pab-MIR3694
MI   MI0016096  pab-MIR3694
//
AC   MIPF0000001
ID   uc_pab-MIR3695
MI   MI0016097  pab-MIR3695
//
AC   MIPF0000001
ID   uc_pab-MIR3696
MI   MI0016098  pab-MIR3696
//
AC   MIPF0000001
ID   uc_pab-MIR3697
MI   MI0016099  pab-MIR3697
//
AC   MIPF0000001
ID   uc_pab-MIR3700
MI   MI0016102  pab-MIR3700
//
AC   MIPF0000001
ID   uc_pab-MIR3702
MI   MI0016104  pab-MIR3702
//
AC   MIPF0000001
ID   uc_pab-MIR3705
MI   MI0016107  pab-MIR3705
//
AC   MIPF0000001
ID   uc_pab-MIR3707
MI   MI0016109  pab-MIR3707
//
AC   MIPF0000001
ID   uc_pab-MIR3708
MI   MI0016110  pab-MIR3708
//
AC   MIPF0000001
ID   uc_pab-MIR3711
MI   MI0016114  pab-MIR3711
//
AC   MIPF0000001
ID   uc_peu-MIR2913
MI   MI0012637  peu-MIR2913
//
AC   MIPF0000001
ID   uc_peu-MIR2916
MI   MI0012640  peu-MIR2916
//
AC   MIPF0000001
ID   uc_pgi-MIR6141
MI   MI0021315  pgi-MIR6141
//
AC   MIPF0000001
ID   uc_pgi-MIR6142
MI   MI0021316  pgi-MIR6142
//
AC   MIPF0000001
ID   uc_pma-mir-1329
MI   MI0017141  pma-mir-1329
//
AC   MIPF0000001
ID   uc_pma-mir-155
MI   MI0017088  pma-mir-155
//
AC   MIPF0000001
ID   uc_pma-mir-17b
MI   MI0017015  pma-mir-17b
//
AC   MIPF0000001
ID   uc_pma-mir-17c
MI   MI0017016  pma-mir-17c
//
AC   MIPF0000001
ID   uc_pma-mir-193
MI   MI0017097  pma-mir-193
//
AC   MIPF0000001
ID   uc_pma-mir-208
MI   MI0017109  pma-mir-208
//
AC   MIPF0000001
ID   uc_pma-mir-430e
MI   MI0017134  pma-mir-430e
//
AC   MIPF0000001
ID   uc_pma-mir-4541
MI   MI0017151  pma-mir-4541
//
AC   MIPF0000001
ID   uc_pma-mir-4542
MI   MI0017152  pma-mir-4542
//
AC   MIPF0000001
ID   uc_pma-mir-4543
MI   MI0017153  pma-mir-4543
//
AC   MIPF0000001
ID   uc_pma-mir-4544
MI   MI0017154  pma-mir-4544
//
AC   MIPF0000001
ID   uc_pma-mir-4545
MI   MI0017155  pma-mir-4545
//
AC   MIPF0000001
ID   uc_pma-mir-4546
MI   MI0017156  pma-mir-4546
//
AC   MIPF0000001
ID   uc_pma-mir-4547
MI   MI0017157  pma-mir-4547
//
AC   MIPF0000001
ID   uc_pma-mir-4548
MI   MI0017158  pma-mir-4548
//
AC   MIPF0000001
ID   uc_pma-mir-4549
MI   MI0017159  pma-mir-4549
//
AC   MIPF0000001
ID   uc_pma-mir-4550
MI   MI0017160  pma-mir-4550
//
AC   MIPF0000001
ID   uc_pma-mir-4551
MI   MI0017161  pma-mir-4551
//
AC   MIPF0000001
ID   uc_pma-mir-4552
MI   MI0017162  pma-mir-4552
//
AC   MIPF0000001
ID   uc_pma-mir-4553
MI   MI0017163  pma-mir-4553
//
AC   MIPF0000001
ID   uc_pma-mir-4554
MI   MI0017164  pma-mir-4554
//
AC   MIPF0000001
ID   uc_pma-mir-4555
MI   MI0017165  pma-mir-4555
//
AC   MIPF0000001
ID   uc_pma-mir-4556
MI   MI0017166  pma-mir-4556
//
AC   MIPF0000001
ID   uc_pma-mir-4557
MI   MI0017167  pma-mir-4557
//
AC   MIPF0000001
ID   uc_pma-mir-4558
MI   MI0017168  pma-mir-4558
//
AC   MIPF0000001
ID   uc_pma-mir-4559
MI   MI0017169  pma-mir-4559
//
AC   MIPF0000001
ID   uc_pma-mir-4561
MI   MI0017171  pma-mir-4561
//
AC   MIPF0000001
ID   uc_pma-mir-4562
MI   MI0017172  pma-mir-4562
//
AC   MIPF0000001
ID   uc_pma-mir-4563
MI   MI0017173  pma-mir-4563
//
AC   MIPF0000001
ID   uc_pma-mir-4564
MI   MI0017174  pma-mir-4564
//
AC   MIPF0000001
ID   uc_pma-mir-4565
MI   MI0017175  pma-mir-4565
//
AC   MIPF0000001
ID   uc_pma-mir-4566
MI   MI0017176  pma-mir-4566
//
AC   MIPF0000001
ID   uc_pma-mir-4567
MI   MI0017177  pma-mir-4567
//
AC   MIPF0000001
ID   uc_pma-mir-4568
MI   MI0017178  pma-mir-4568
//
AC   MIPF0000001
ID   uc_pma-mir-4569
MI   MI0017179  pma-mir-4569
//
AC   MIPF0000001
ID   uc_pma-mir-4572
MI   MI0017182  pma-mir-4572
//
AC   MIPF0000001
ID   uc_pma-mir-4574
MI   MI0017184  pma-mir-4574
//
AC   MIPF0000001
ID   uc_pma-mir-4575
MI   MI0017185  pma-mir-4575
//
AC   MIPF0000001
ID   uc_pma-mir-4576
MI   MI0017186  pma-mir-4576
//
AC   MIPF0000001
ID   uc_pma-mir-4577
MI   MI0017187  pma-mir-4577
//
AC   MIPF0000001
ID   uc_pma-mir-4578
MI   MI0017188  pma-mir-4578
//
AC   MIPF0000001
ID   uc_pma-mir-4579
MI   MI0017189  pma-mir-4579
//
AC   MIPF0000001
ID   uc_pma-mir-4580
MI   MI0017190  pma-mir-4580
//
AC   MIPF0000001
ID   uc_pma-mir-4581
MI   MI0017191  pma-mir-4581
//
AC   MIPF0000001
ID   uc_pma-mir-4582
MI   MI0017192  pma-mir-4582
//
AC   MIPF0000001
ID   uc_pma-mir-4583
MI   MI0017193  pma-mir-4583
//
AC   MIPF0000001
ID   uc_pma-mir-4584
MI   MI0017194  pma-mir-4584
//
AC   MIPF0000001
ID   uc_pma-mir-4585
MI   MI0017195  pma-mir-4585
//
AC   MIPF0000001
ID   uc_pma-mir-4586
MI   MI0017196  pma-mir-4586
//
AC   MIPF0000001
ID   uc_pma-mir-4587
MI   MI0017197  pma-mir-4587
//
AC   MIPF0000001
ID   uc_pma-mir-4588
MI   MI0017198  pma-mir-4588
//
AC   MIPF0000001
ID   uc_pma-mir-4589
MI   MI0017199  pma-mir-4589
//
AC   MIPF0000001
ID   uc_pma-mir-459
MI   MI0017137  pma-mir-459
//
AC   MIPF0000001
ID   uc_pma-mir-4590
MI   MI0017200  pma-mir-4590
//
AC   MIPF0000001
ID   uc_pma-mir-4591
MI   MI0017201  pma-mir-4591
//
AC   MIPF0000001
ID   uc_pma-mir-4592
MI   MI0017202  pma-mir-4592
//
AC   MIPF0000001
ID   uc_pma-mir-4593
MI   MI0017203  pma-mir-4593
//
AC   MIPF0000001
ID   uc_pma-mir-4594
MI   MI0017204  pma-mir-4594
//
AC   MIPF0000001
ID   uc_pma-mir-4595
MI   MI0017205  pma-mir-4595
//
AC   MIPF0000001
ID   uc_pma-mir-4596
MI   MI0017206  pma-mir-4596
//
AC   MIPF0000001
ID   uc_pma-mir-4597
MI   MI0017207  pma-mir-4597
//
AC   MIPF0000001
ID   uc_pma-mir-4598
MI   MI0017208  pma-mir-4598
//
AC   MIPF0000001
ID   uc_pma-mir-4600
MI   MI0017211  pma-mir-4600
//
AC   MIPF0000001
ID   uc_pma-mir-4601
MI   MI0017212  pma-mir-4601
//
AC   MIPF0000001
ID   uc_pma-mir-4602
MI   MI0017213  pma-mir-4602
//
AC   MIPF0000001
ID   uc_pma-mir-4603
MI   MI0017214  pma-mir-4603
//
AC   MIPF0000001
ID   uc_pma-mir-4604
MI   MI0017215  pma-mir-4604
//
AC   MIPF0000001
ID   uc_pma-mir-4605
MI   MI0017216  pma-mir-4605
//
AC   MIPF0000001
ID   uc_pma-mir-4606
MI   MI0017217  pma-mir-4606
//
AC   MIPF0000001
ID   uc_pma-mir-4609
MI   MI0017220  pma-mir-4609
//
AC   MIPF0000001
ID   uc_pma-mir-4611
MI   MI0017222  pma-mir-4611
//
AC   MIPF0000001
ID   uc_pma-mir-4612
MI   MI0017223  pma-mir-4612
//
AC   MIPF0000001
ID   uc_pma-mir-4613
MI   MI0017224  pma-mir-4613
//
AC   MIPF0000001
ID   uc_pma-mir-4614
MI   MI0017225  pma-mir-4614
//
AC   MIPF0000001
ID   uc_pma-mir-4615
MI   MI0017226  pma-mir-4615
//
AC   MIPF0000001
ID   uc_pma-mir-4616
MI   MI0017227  pma-mir-4616
//
AC   MIPF0000001
ID   uc_pma-mir-4617
MI   MI0017228  pma-mir-4617
//
AC   MIPF0000001
ID   uc_pma-mir-4618
MI   MI0017229  pma-mir-4618
//
AC   MIPF0000001
ID   uc_pma-mir-4619
MI   MI0017230  pma-mir-4619
//
AC   MIPF0000001
ID   uc_pma-mir-4620
MI   MI0017231  pma-mir-4620
//
AC   MIPF0000001
ID   uc_pma-mir-4621
MI   MI0017232  pma-mir-4621
//
AC   MIPF0000001
ID   uc_pma-mir-4622
MI   MI0017233  pma-mir-4622
//
AC   MIPF0000001
ID   uc_pma-mir-4623
MI   MI0017234  pma-mir-4623
//
AC   MIPF0000001
ID   uc_pma-mir-4625
MI   MI0017236  pma-mir-4625
//
AC   MIPF0000001
ID   uc_pma-mir-4626
MI   MI0017237  pma-mir-4626
//
AC   MIPF0000001
ID   uc_pma-mir-4627
MI   MI0017238  pma-mir-4627
//
AC   MIPF0000001
ID   uc_pma-mir-4629
MI   MI0017240  pma-mir-4629
//
AC   MIPF0000001
ID   uc_pma-mir-4630
MI   MI0017241  pma-mir-4630
//
AC   MIPF0000001
ID   uc_pma-mir-4631
MI   MI0017242  pma-mir-4631
//
AC   MIPF0000001
ID   uc_ppc-mir-2233
MI   MI0011242  ppc-mir-2233
//
AC   MIPF0000001
ID   uc_ppc-mir-2234a
MI   MI0011163  ppc-mir-2234a
//
AC   MIPF0000001
ID   uc_ppc-mir-2234b
MI   MI0011164  ppc-mir-2234b
//
AC   MIPF0000001
ID   uc_ppc-mir-2235d
MI   MI0026903  ppc-mir-2235d
//
AC   MIPF0000001
ID   uc_ppc-mir-2236a
MI   MI0011183  ppc-mir-2236a
//
AC   MIPF0000001
ID   uc_ppc-mir-2238l
MI   MI0026968  ppc-mir-2238l
//
AC   MIPF0000001
ID   uc_ppc-mir-2243
MI   MI0011209  ppc-mir-2243
//
AC   MIPF0000001
ID   uc_ppc-mir-2244
MI   MI0011166  ppc-mir-2244
//
AC   MIPF0000001
ID   uc_ppc-mir-2245
MI   MI0011212  ppc-mir-2245
//
AC   MIPF0000001
ID   uc_ppc-mir-2246
MI   MI0011214  ppc-mir-2246
//
AC   MIPF0000001
ID   uc_ppc-mir-2247
MI   MI0011243  ppc-mir-2247
//
AC   MIPF0000001
ID   uc_ppc-mir-2248
MI   MI0011167  ppc-mir-2248
//
AC   MIPF0000001
ID   uc_ppc-mir-2249
MI   MI0011215  ppc-mir-2249
//
AC   MIPF0000001
ID   uc_ppc-mir-2250
MI   MI0011219  ppc-mir-2250
//
AC   MIPF0000001
ID   uc_ppc-mir-2252
MI   MI0011160  ppc-mir-2252
//
AC   MIPF0000001
ID   uc_ppc-mir-2254
MI   MI0011169  ppc-mir-2254
//
AC   MIPF0000001
ID   uc_ppc-mir-2255
MI   MI0011172  ppc-mir-2255
//
AC   MIPF0000001
ID   uc_ppc-mir-2256
MI   MI0011173  ppc-mir-2256
//
AC   MIPF0000001
ID   uc_ppc-mir-2258
MI   MI0011162  ppc-mir-2258
//
AC   MIPF0000001
ID   uc_ppc-mir-2260
MI   MI0011186  ppc-mir-2260
//
AC   MIPF0000001
ID   uc_ppc-mir-2261
MI   MI0011187  ppc-mir-2261
//
AC   MIPF0000001
ID   uc_ppc-mir-2262
MI   MI0011188  ppc-mir-2262
//
AC   MIPF0000001
ID   uc_ppc-mir-2263
MI   MI0011200  ppc-mir-2263
//
AC   MIPF0000001
ID   uc_ppc-mir-2265
MI   MI0011203  ppc-mir-2265
//
AC   MIPF0000001
ID   uc_ppc-mir-2266
MI   MI0011204  ppc-mir-2266
//
AC   MIPF0000001
ID   uc_ppc-mir-2267
MI   MI0011207  ppc-mir-2267
//
AC   MIPF0000001
ID   uc_ppc-mir-2269
MI   MI0011229  ppc-mir-2269
//
AC   MIPF0000001
ID   uc_ppc-mir-2270
MI   MI0011230  ppc-mir-2270
//
AC   MIPF0000001
ID   uc_ppc-mir-2271
MI   MI0011231  ppc-mir-2271
//
AC   MIPF0000001
ID   uc_ppc-mir-2272
MI   MI0011234  ppc-mir-2272
//
AC   MIPF0000001
ID   uc_ppc-mir-2273
MI   MI0011235  ppc-mir-2273
//
AC   MIPF0000001
ID   uc_ppc-mir-2274
MI   MI0011241  ppc-mir-2274
//
AC   MIPF0000001
ID   uc_ppc-mir-240
MI   MI0011228  ppc-mir-240
//
AC   MIPF0000001
ID   uc_ppc-mir-242
MI   MI0011156  ppc-mir-242
//
AC   MIPF0000001
ID   uc_ppc-mir-2b
MI   MI0011226  ppc-mir-2b
//
AC   MIPF0000001
ID   uc_ppc-mir-54
MI   MI0011198  ppc-mir-54
//
AC   MIPF0000001
ID   uc_ppc-mir-55a
MI   MI0011220  ppc-mir-55a
//
AC   MIPF0000001
ID   uc_ppc-mir-55b
MI   MI0011199  ppc-mir-55b
//
AC   MIPF0000001
ID   uc_ppc-mir-56
MI   MI0011221  ppc-mir-56
//
AC   MIPF0000001
ID   uc_ppc-mir-65
MI   MI0011158  ppc-mir-65
//
AC   MIPF0000001
ID   uc_ppc-mir-8213
MI   MI0026853  ppc-mir-8213
//
AC   MIPF0000001
ID   uc_ppc-mir-8214
MI   MI0026856  ppc-mir-8214
//
AC   MIPF0000001
ID   uc_ppc-mir-8216
MI   MI0026858  ppc-mir-8216
//
AC   MIPF0000001
ID   uc_ppc-mir-8217
MI   MI0026859  ppc-mir-8217
//
AC   MIPF0000001
ID   uc_ppc-mir-8219
MI   MI0026862  ppc-mir-8219
//
AC   MIPF0000001
ID   uc_ppc-mir-8220
MI   MI0026864  ppc-mir-8220
//
AC   MIPF0000001
ID   uc_ppc-mir-8221
MI   MI0026865  ppc-mir-8221
//
AC   MIPF0000001
ID   uc_ppc-mir-8222
MI   MI0026866  ppc-mir-8222
//
AC   MIPF0000001
ID   uc_ppc-mir-8223
MI   MI0026869  ppc-mir-8223
//
AC   MIPF0000001
ID   uc_ppc-mir-8224
MI   MI0026872  ppc-mir-8224
//
AC   MIPF0000001
ID   uc_ppc-mir-8225
MI   MI0026873  ppc-mir-8225
//
AC   MIPF0000001
ID   uc_ppc-mir-8226
MI   MI0026875  ppc-mir-8226
//
AC   MIPF0000001
ID   uc_ppc-mir-8227
MI   MI0026876  ppc-mir-8227
//
AC   MIPF0000001
ID   uc_ppc-mir-8228
MI   MI0026877  ppc-mir-8228
//
AC   MIPF0000001
ID   uc_ppc-mir-8230
MI   MI0026880  ppc-mir-8230
//
AC   MIPF0000001
ID   uc_ppc-mir-8231
MI   MI0026881  ppc-mir-8231
//
AC   MIPF0000001
ID   uc_ppc-mir-8233
MI   MI0026886  ppc-mir-8233
//
AC   MIPF0000001
ID   uc_ppc-mir-8234
MI   MI0026888  ppc-mir-8234
//
AC   MIPF0000001
ID   uc_ppc-mir-8235
MI   MI0026889  ppc-mir-8235
//
AC   MIPF0000001
ID   uc_ppc-mir-8236
MI   MI0026890  ppc-mir-8236
//
AC   MIPF0000001
ID   uc_ppc-mir-8237
MI   MI0026891  ppc-mir-8237
//
AC   MIPF0000001
ID   uc_ppc-mir-8238
MI   MI0026893  ppc-mir-8238
//
AC   MIPF0000001
ID   uc_ppc-mir-8240
MI   MI0026895  ppc-mir-8240
//
AC   MIPF0000001
ID   uc_ppc-mir-8241
MI   MI0026896  ppc-mir-8241
//
AC   MIPF0000001
ID   uc_ppc-mir-8242
MI   MI0026898  ppc-mir-8242
//
AC   MIPF0000001
ID   uc_ppc-mir-8244
MI   MI0026901  ppc-mir-8244
//
AC   MIPF0000001
ID   uc_ppc-mir-8245a
MI   MI0026904  ppc-mir-8245a
//
AC   MIPF0000001
ID   uc_ppc-mir-8245b
MI   MI0027024  ppc-mir-8245b
//
AC   MIPF0000001
ID   uc_ppc-mir-8246
MI   MI0026905  ppc-mir-8246
//
AC   MIPF0000001
ID   uc_ppc-mir-8247
MI   MI0026906  ppc-mir-8247
//
AC   MIPF0000001
ID   uc_ppc-mir-8249
MI   MI0026908  ppc-mir-8249
//
AC   MIPF0000001
ID   uc_ppc-mir-8251
MI   MI0026911  ppc-mir-8251
//
AC   MIPF0000001
ID   uc_ppc-mir-8252a
MI   MI0026913  ppc-mir-8252a
//
AC   MIPF0000001
ID   uc_ppc-mir-8252b
MI   MI0027079  ppc-mir-8252b
//
AC   MIPF0000001
ID   uc_ppc-mir-8253
MI   MI0026914  ppc-mir-8253
//
AC   MIPF0000001
ID   uc_ppc-mir-8254
MI   MI0026915  ppc-mir-8254
//
AC   MIPF0000001
ID   uc_ppc-mir-8255
MI   MI0026916  ppc-mir-8255
//
AC   MIPF0000001
ID   uc_ppc-mir-8256
MI   MI0026917  ppc-mir-8256
//
AC   MIPF0000001
ID   uc_ppc-mir-8257
MI   MI0026918  ppc-mir-8257
//
AC   MIPF0000001
ID   uc_ppc-mir-8258
MI   MI0026919  ppc-mir-8258
//
AC   MIPF0000001
ID   uc_ppc-mir-8259
MI   MI0026920  ppc-mir-8259
//
AC   MIPF0000001
ID   uc_ppc-mir-8260
MI   MI0026922  ppc-mir-8260
//
AC   MIPF0000001
ID   uc_ppc-mir-8261
MI   MI0026925  ppc-mir-8261
//
AC   MIPF0000001
ID   uc_ppc-mir-8262
MI   MI0026932  ppc-mir-8262
//
AC   MIPF0000001
ID   uc_ppc-mir-8263
MI   MI0026933  ppc-mir-8263
//
AC   MIPF0000001
ID   uc_ppc-mir-8264
MI   MI0026934  ppc-mir-8264
//
AC   MIPF0000001
ID   uc_ppc-mir-8265
MI   MI0026935  ppc-mir-8265
//
AC   MIPF0000001
ID   uc_ppc-mir-8267
MI   MI0026938  ppc-mir-8267
//
AC   MIPF0000001
ID   uc_ppc-mir-8268
MI   MI0026939  ppc-mir-8268
//
AC   MIPF0000001
ID   uc_ppc-mir-8269
MI   MI0026940  ppc-mir-8269
//
AC   MIPF0000001
ID   uc_ppc-mir-8271
MI   MI0026946  ppc-mir-8271
//
AC   MIPF0000001
ID   uc_ppc-mir-8272
MI   MI0026949  ppc-mir-8272
//
AC   MIPF0000001
ID   uc_ppc-mir-8273
MI   MI0026950  ppc-mir-8273
//
AC   MIPF0000001
ID   uc_ppc-mir-8274
MI   MI0026952  ppc-mir-8274
//
AC   MIPF0000001
ID   uc_ppc-mir-8275
MI   MI0026953  ppc-mir-8275
//
AC   MIPF0000001
ID   uc_ppc-mir-8276
MI   MI0026954  ppc-mir-8276
//
AC   MIPF0000001
ID   uc_ppc-mir-8277
MI   MI0026955  ppc-mir-8277
//
AC   MIPF0000001
ID   uc_ppc-mir-8278
MI   MI0026956  ppc-mir-8278
//
AC   MIPF0000001
ID   uc_ppc-mir-8279
MI   MI0026957  ppc-mir-8279
//
AC   MIPF0000001
ID   uc_ppc-mir-8280
MI   MI0026959  ppc-mir-8280
//
AC   MIPF0000001
ID   uc_ppc-mir-8281
MI   MI0026961  ppc-mir-8281
//
AC   MIPF0000001
ID   uc_ppc-mir-8283
MI   MI0026963  ppc-mir-8283
//
AC   MIPF0000001
ID   uc_ppc-mir-8284
MI   MI0026964  ppc-mir-8284
//
AC   MIPF0000001
ID   uc_ppc-mir-8285
MI   MI0026966  ppc-mir-8285
//
AC   MIPF0000001
ID   uc_ppc-mir-8287
MI   MI0026970  ppc-mir-8287
//
AC   MIPF0000001
ID   uc_ppc-mir-8288
MI   MI0026971  ppc-mir-8288
//
AC   MIPF0000001
ID   uc_ppc-mir-8289
MI   MI0026974  ppc-mir-8289
//
AC   MIPF0000001
ID   uc_ppc-mir-8290
MI   MI0026976  ppc-mir-8290
//
AC   MIPF0000001
ID   uc_ppc-mir-8291
MI   MI0026977  ppc-mir-8291
//
AC   MIPF0000001
ID   uc_ppc-mir-8292
MI   MI0026978  ppc-mir-8292
//
AC   MIPF0000001
ID   uc_ppc-mir-8294
MI   MI0026980  ppc-mir-8294
//
AC   MIPF0000001
ID   uc_ppc-mir-8295
MI   MI0026981  ppc-mir-8295
//
AC   MIPF0000001
ID   uc_ppc-mir-8296
MI   MI0026982  ppc-mir-8296
//
AC   MIPF0000001
ID   uc_ppc-mir-8297
MI   MI0026985  ppc-mir-8297
//
AC   MIPF0000001
ID   uc_ppc-mir-8298
MI   MI0026986  ppc-mir-8298
//
AC   MIPF0000001
ID   uc_ppc-mir-8299
MI   MI0026987  ppc-mir-8299
//
AC   MIPF0000001
ID   uc_ppc-mir-8300
MI   MI0026988  ppc-mir-8300
//
AC   MIPF0000001
ID   uc_ppc-mir-8301
MI   MI0026990  ppc-mir-8301
//
AC   MIPF0000001
ID   uc_ppc-mir-8302
MI   MI0026992  ppc-mir-8302
//
AC   MIPF0000001
ID   uc_ppc-mir-8304a
MI   MI0026996  ppc-mir-8304a
//
AC   MIPF0000001
ID   uc_ppc-mir-8304b
MI   MI0026965  ppc-mir-8304b
//
AC   MIPF0000001
ID   uc_ppc-mir-8305
MI   MI0026997  ppc-mir-8305
//
AC   MIPF0000001
ID   uc_ppc-mir-8306
MI   MI0026998  ppc-mir-8306
//
AC   MIPF0000001
ID   uc_ppc-mir-8307
MI   MI0027000  ppc-mir-8307
//
AC   MIPF0000001
ID   uc_ppc-mir-8308
MI   MI0027003  ppc-mir-8308
//
AC   MIPF0000001
ID   uc_ppc-mir-8309
MI   MI0027004  ppc-mir-8309
//
AC   MIPF0000001
ID   uc_ppc-mir-8310
MI   MI0027005  ppc-mir-8310
//
AC   MIPF0000001
