AC   MIPF0000001
ID   let-7
AC   MIPF0001557
ID   mir-283
MI   MI0026297  bma-mir-283
MI   MI0018347  mtr-MIR5246
MI   MI0018579  asu-mir-283
//
AC   MIPF0001558
ID   mir-2224
MI   MI0019327  bra-MIR5716
MI   MI0011011  cbr-mir-2224
MI   MI0030389  tae-MIR9667
//
AC   MIPF0001559
ID   mir-129a
MI   MI0026179  bbe-mir-129a
MI   MI0010519  bfl-mir-129a
MI   MI0015803  aly-MIR4241
//
AC   MIPF0001560
ID   mir-610
MI   MI0008810  ptr-mir-610
MI   MI0003623  hsa-mir-610
MI   MI0015095  ppy-mir-610
//
AC   MIPF0001561
ID   mir-1265
MI   MI0015223  ppy-mir-1265
MI   MI0006401  hsa-mir-1265
MI   MI0008469  ptr-mir-1265
//
AC   MIPF0001562
ID   mir-8453
MI   MI0018354  mtr-MIR2643b
MI   MI0011958  mtr-MIR2643a
MI   MI0027249  sma-mir-8453
//
AC   MIPF0001563
ID   MIR6027
MI   MI0020258  sly-MIR6027
MI   MI0005899  cel-mir-1021
MI   MI0020259  stu-MIR6027
//
AC   MIPF0001564
ID   mir-1913
MI   MI0015279  ppy-mir-1913
MI   MI0008334  hsa-mir-1913
MI   MI0021849  rno-mir-6325
//
AC   MIPF0001565
ID   MIR8593
MI   MI0027481  atr-MIR8593
MI   MI0022039  ptc-MIR6457a
MI   MI0021980  ptc-MIR6457b
//
AC   MIPF0001566
ID   mir-7477
MI   MI0022362  gga-mir-6546
MI   MI0016078  hsa-mir-3677
MI   MI0024150  gga-mir-7477
//
AC   MIPF0001567
ID   mir-5911c
MI   MI0020068  hco-mir-5911c
MI   MI0020058  hco-mir-5911b
MI   MI0020040  hco-mir-5911a
//
AC   MIPF0001568
ID   MIR5176
MI   MI0018145  bdi-MIR5176
MI   MI0006065  smo-MIR1082a
MI   MI0006066  smo-MIR1082b
//
AC   MIPF0001569
ID   mir-702
MI   MI0015464  rno-mir-702
MI   MI0004686  mmu-mir-702
MI   MI0020552  cgr-mir-702
//
AC   MIPF0001570
ID   mir-34d
MI   MI0026239  bbe-mir-34d
MI   MI0017679  bfl-mir-34e
MI   MI0017678  bfl-mir-34d
//
AC   MIPF0001571
ID   mir-8379b
MI   MI0027140  str-mir-8379a
MI   MI0027168  str-mir-8379b
MI   MI0029315  bra-MIR9566
//
AC   MIPF0001572
ID   MIR781
MI   MI0014600  aly-MIR781
MI   MI0005111  ath-MIR781a
MI   MI0019231  ath-MIR781b
//
AC   MIPF0001573
ID   mir-9768
MI   MI0024427  lja-MIR7541
MI   MI0031120  mmu-mir-9768
MI   MI0022732  hsa-mir-6885
//
AC   MIPF0001574
ID   mir-9232
MI   MI0018936  aca-mir-5433
MI   MI0027425  atr-MIR8551
MI   MI0028509  efu-mir-9232
//
AC   MIPF0001575
ID   mir-8419
MI   MI0027212  sma-mir-8419
MI   MI0015722  cin-mir-4167
MI   MI0016842  hsa-mir-4481
//
AC   MIPF0001576
ID   mir-750
MI   MI0021006  mse-mir-750
MI   MI0012322  bmo-mir-750
MI   MI0027326  pxy-mir-750
//
AC   MIPF0001577
ID   MIR538c
MI   MI0003510  ppt-MIR538a
MI   MI0003512  ppt-MIR538c
MI   MI0003511  ppt-MIR538b
//
AC   MIPF0001578
ID   mir-6608-2
MI   MI0006086  smo-MIR1099
MI   MI0023553  gga-mir-6608-2
MI   MI0022427  gga-mir-6608-1
//
AC   MIPF0001579
ID   mir-4461
MI   MI0011866  mtr-MIR2610b
MI   MI0011865  mtr-MIR2610a
MI   MI0016807  hsa-mir-4461
//
AC   MIPF0001580
ID   MIR1222e
MI   MI0004727  ppt-MIR1222a
MI   MI0005949  ppt-MIR1222d
MI   MI0005950  ppt-MIR1222e
//
AC   MIPF0001581
ID   MIR399r
MI   MI0018374  mtr-MIR399r
MI   MI0002341  ptc-MIR399d
MI   MI0005591  mtr-MIR399j
//
AC   MIPF0001582
ID   mir-4202
MI   MI0027493  atr-MIR8604
MI   MI0016589  ath-MIR3933
MI   MI0015759  cin-mir-4202
//
AC   MIPF0001583
ID   mir-8455
MI   MI0027776  gra-MIR8753
MI   MI0027252  sma-mir-8455
MI   MI0027211  sma-mir-8418
//
AC   MIPF0001584
ID   mir-9217
MI   MI0028475  efu-mir-9217
MI   MI0028467  efu-mir-9213
MI   MI0015381  gga-mir-3530
//
AC   MIPF0001585
ID   mir-1732-3
MI   MI0023558  gga-mir-1732-3
MI   MI0023557  gga-mir-1732-2
MI   MI0007471  gga-mir-1732-1
//
AC   MIPF0001586
ID   mir-602
MI   MI0012570  ptr-mir-602
MI   MI0003615  hsa-mir-602
MI   MI0015088  ppy-mir-602
//
AC   MIPF0001587
ID   mir-1236
MI   MI0015199  ppy-mir-1236
MI   MI0008438  ptr-mir-1236
MI   MI0006326  hsa-mir-1236
//
AC   MIPF0001588
ID   mir-6875
MI   MI0021962  ptc-MIR6421
MI   MI0022722  hsa-mir-6875
MI   MI0011381  bta-mir-2352
//
AC   MIPF0001589
ID   mir-8806
MI   MI0027886  cfa-mir-8806
MI   MI0023540  sbi-MIR6235
MI   MI0026401  cpa-MIR8152
//
AC   MIPF0001590
ID   mir-7865
MI   MI0025547  prd-mir-7865
MI   MI0011718  dps-mir-2568b
MI   MI0011716  dps-mir-2568a
//
AC   MIPF0001591
ID   mir-4269
MI   MI0015875  hsa-mir-4269
MI   MI0006848  oan-mir-1376
MI   MI0021972  ptc-MIR6465
//
AC   MIPF0001592
ID   mir-614
MI   MI0015099  ppy-mir-614
MI   MI0008813  ptr-mir-614
MI   MI0003627  hsa-mir-614
//
AC   MIPF0001593
ID   mir-3049
MI   MI0016336  tca-mir-3049
MI   MI0016158  ame-mir-3049
MI   MI0014007  api-mir-3049
//
AC   MIPF0001594
ID   mir-219
MI   MI0017814  emu-mir-219
MI   MI0017790  egr-mir-219
MI   MI0028951  gsa-mir-219
//
AC   MIPF0001595
ID   mir-8865
MI   MI0006905  oan-mir-1394
MI   MI0022696  hsa-mir-6850
MI   MI0027958  cfa-mir-8865
//
AC   MIPF0001596
ID   mir-2756
MI   MI0012309  bmo-mir-2756
MI   MI0021748  hme-mir-2756
MI   MI0027337  pxy-mir-2756
//
AC   MIPF0001597
ID   MIR416
MI   MI0001436  osa-MIR416
MI   MI0001427  ath-MIR416
MI   MI0019085  mtr-MIR5558
//
AC   MIPF0001598
ID   mir-rL1-21
MI   MI0011948  mtr-MIR2635
MI   MI0008265  osa-MIR1864
MI   MI0013280  rlcv-mir-rL1-21
//
AC   MIPF0001599
ID   mir-9394b
MI   MI0007144  odi-mir-92b
MI   MI0028993  gsa-mir-9394b
MI   MI0028985  gsa-mir-9394a
//
AC   MIPF0001600
ID   mir-7103
MI   MI0022954  ddi-mir-7103
MI   MI0011297  bta-mir-2288
MI   MI0016105  pab-MIR3703
//
AC   MIPF0001601
ID   mir-2180
MI   MI0014643  aly-MIR3433
MI   MI0010829  sme-mir-2180
MI   MI0016568  gma-MIR4408
//
AC   MIPF0001602
ID   mir-240
MI   MI0000316  cel-mir-240
MI   MI0001408  cbr-mir-240
MI   MI0024768  crm-mir-240
//
AC   MIPF0001603
ID   mir-1473
MI   MI0007131  csa-mir-1473
MI   MI0007084  odi-mir-1473
MI   MI0007129  cin-mir-1473
//
AC   MIPF0001604
ID   mir-5626
MI   MI0005965  ppt-MIR1024b
MI   MI0005964  ppt-MIR1024a
MI   MI0019195  mmu-mir-5626
//
AC   MIPF0001605
ID   mir-5897c
MI   MI0020017  hco-mir-5897a
MI   MI0020037  hco-mir-5897b
MI   MI0020052  hco-mir-5897c
//
AC   MIPF0001606
ID   mir-646
MI   MI0015122  ppy-mir-646
MI   MI0003661  hsa-mir-646
MI   MI0008836  ptr-mir-646
//
AC   MIPF0001607
ID   mir-247
MI   MI0000323  cel-mir-247
MI   MI0011097  crm-mir-247
MI   MI0024742  cbr-mir-247
//
AC   MIPF0001608
ID   mir-9145
MI   MI0025523  hsa-mir-7853
MI   MI0019284  hsa-mir-5683
MI   MI0028367  eca-mir-9145
//
AC   MIPF0001609
ID   mir-5728-2
MI   MI0031020  gma-MIR9738
MI   MI0019387  tur-mir-5728-1
MI   MI0019361  tur-mir-5728-2
//
AC   MIPF0001610
ID   mir-1299
MI   MI0015254  ppy-mir-1299
MI   MI0006359  hsa-mir-1299
MI   MI0008503  ptr-mir-1299
//
AC   MIPF0001611
ID   MIR7996c
MI   MI0025793  stu-MIR7996c
MI   MI0025792  stu-MIR7996b
MI   MI0025791  stu-MIR7996a
//
AC   MIPF0001612
ID   mir-9539
MI   MI0027573  gra-MIR8632
MI   MI0027483  atr-MIR8594
MI   MI0029278  dvi-mir-9539
//
AC   MIPF0001613
ID   mir-3525
MI   MI0015376  gga-mir-3524a
MI   MI0022472  gga-mir-3524b
MI   MI0015384  gga-mir-3525
//
AC   MIPF0001614
ID   MIR1515
MI   MI0021720  gma-MIR1515b
MI   MI0016731  csi-MIR1515
MI   MI0007228  gma-MIR1515a
//
AC   MIPF0001615
ID   mir-792
MI   MI0005193  cel-mir-792
MI   MI0005427  cbr-mir-792
MI   MI0022947  ddi-mir-7096
//
AC   MIPF0001616
ID   mir-2797a
MI   MI0025329  bdi-MIR7718
MI   MI0021049  mse-mir-2797a
MI   MI0010486  hsa-mir-2052
//
AC   MIPF0001617
ID   mir-265
MI   MI0000345  cel-mir-265
MI   MI0020177  hco-mir-265
MI   MI0016080  hsa-mir-3679
//
AC   MIPF0001618
ID   MIR1512c
MI   MI0018682  gma-MIR1512b
MI   MI0019270  gma-MIR1512c
MI   MI0007224  gma-MIR1512a
//
AC   MIPF0001619
ID   mir-7388c
MI   MI0018066  osa-MIR5151
MI   MI0024001  mdo-mir-7388b
MI   MI0024002  mdo-mir-7388c
//
AC   MIPF0001620
ID   mir-92a
MI   MI0021790  hme-mir-92a
MI   MI0021020  mse-mir-92a
MI   MI0015936  bmo-mir-92a
//
AC   MIPF0001621
ID   mir-278
MI   MI0010210  spu-mir-278
MI   MI0025165  lva-mir-278
MI   MI0025119  pmi-mir-278
//
AC   MIPF0001622
ID   mir-1819
MI   MI0029129  bdi-MIR9481a
MI   MI0029141  bdi-MIR9481b
MI   MI0007981  cel-mir-1819
//
AC   MIPF0001623
ID   mir-6062
MI   MI0014491  bmo-mir-3426
MI   MI0007391  gga-mir-1657
MI   MI0020333  ame-mir-6062
//
AC   MIPF0001624
ID   mir-788
MI   MI0005421  cbr-mir-788
MI   MI0011106  crm-mir-788
MI   MI0005188  cel-mir-788
//
AC   MIPF0001625
ID   mir-2013
MI   MI0026198  bbe-mir-2013
MI   MI0010500  bfl-mir-2013
MI   MI0007285  gga-mir-1560
//
AC   MIPF0001626
ID   mir-9027
MI   MI0013265  osa-MIR2923
MI   MI0018966  aca-mir-5460
MI   MI0028191  eca-mir-9027
//
AC   MIPF0001627
ID   mir-34a
MI   MI0026236  bbe-mir-34a
MI   MI0010019  bfl-mir-34a
MI   MI0026240  bbe-mir-34f
//
AC   MIPF0001628
ID   MIR2670g
MI   MI0018315  mtr-MIR2670g
MI   MI0018313  mtr-MIR2670e
MI   MI0018314  mtr-MIR2670f
//
AC   MIPF0001629
ID   mir-4002
MI   MI0015510  cin-mir-4001a-1
MI   MI0015513  cin-mir-4001a-2
MI   MI0015512  cin-mir-4002
//
AC   MIPF0001630
ID   MIR822
MI   MI0014601  aly-MIR822
MI   MI0005379  ath-MIR822
MI   MI0016591  hsa-mir-3935
//
AC   MIPF0001631
ID   mir-96
MI   MI0010067  cte-mir-96
MI   MI0012438  bmo-mir-2836
MI   MI0010117  lgi-mir-96a
//
AC   MIPF0001632
ID   mir-5860
MI   MI0027488  atr-MIR8599
MI   MI0023459  bma-mir-5860
MI   MI0016293  tca-mir-3831
//
AC   MIPF0001633
ID   mir-6340
MI   MI0021625  ppe-MIR477b
MI   MI0021624  ppe-MIR477a
MI   MI0021868  mmu-mir-6340
//
AC   MIPF0001634
ID   mir-1253
MI   MI0015211  ppy-mir-1253
MI   MI0006387  hsa-mir-1253
MI   MI0008458  ptr-mir-1253
//
AC   MIPF0001635
ID   mir-680-3
MI   MI0004642  mmu-mir-680-3
MI   MI0004640  mmu-mir-680-1
MI   MI0004641  mmu-mir-680-2
//
AC   MIPF0001636
ID   mir-295
MI   MI0000393  mmu-mir-295
MI   MI0015968  rno-mir-295-2
MI   MI0012611  rno-mir-295-1
//
AC   MIPF0001637
ID   mir-8924-3
MI   MI0028179  eca-mir-8924-3
MI   MI0028076  eca-mir-8924-2
MI   MI0028059  eca-mir-8924-1
//
AC   MIPF0001638
ID   MIR951
MI   MI0022107  pde-MIR951
MI   MI0005801  pta-MIR951
MI   MI0016131  pab-MIR951
//
AC   MIPF0001639
ID   mir-302e
MI   MI0008603  ptr-mir-302e
MI   MI0006417  hsa-mir-302e
MI   MI0014883  ppy-mir-302e
//
AC   MIPF0001640
ID   MIR8721b
MI   MI0027706  gra-MIR8721a
MI   MI0027707  gra-MIR8721b
MI   MI0015347  ahy-MIR3514
//
AC   MIPF0001641
ID   mir-8063
MI   MI0014262  bmo-mir-3209
MI   MI0015796  aly-MIR4234
MI   MI0025899  hsa-mir-8063
//
AC   MIPF0001642
ID   mir-1003
MI   MI0011732  dsi-mir-1003
MI   MI0005864  dme-mir-1003
MI   MI0029237  dvi-mir-1003
//
AC   MIPF0001643
ID   MIR5258
MI   MI0007234  gma-MIR1536
MI   MI0018324  mtr-MIR5234
MI   MI0018362  mtr-MIR5258
//
AC   MIPF0001644
ID   mir-7030
MI   MI0001079  ath-MIR407
MI   MI0016400  tca-mir-3900
MI   MI0022879  mmu-mir-7030
//
AC   MIPF0001645
ID   mir-9436-2
MI   MI0029048  nve-mir-9436-2
MI   MI0029047  nve-mir-9436-1
MI   MI0005177  sme-mir-751
//
AC   MIPF0001646
ID   mir-76
MI   MI0007062  gga-mir-1457
MI   MI0007230  gma-MIR1517
MI   MI0027141  str-mir-76
//
AC   MIPF0001647
ID   mir-8980
MI   MI0014332  bmo-mir-3276
MI   MI0028136  eca-mir-8980
MI   MI0022503  gga-mir-6682
//
AC   MIPF0001648
ID   mir-9875
MI   MI0031801  ame-mir-9875
MI   MI0022703  hsa-mir-6857
MI   MI0017377  hsa-mir-4739
//
AC   MIPF0001649
ID   mir-3102
MI   MI0021836  rno-mir-3102
MI   MI0014099  mmu-mir-3102
MI   MI0022656  hsa-mir-6811
//
AC   MIPF0001650
ID   mir-4573
MI   MI0017183  pma-mir-4573
MI   MI0007398  gga-mir-1664
MI   MI0016230  ame-mir-3732
//
AC   MIPF0001651
ID   mir-2072
MI   MI0026218  bbe-mir-2072
MI   MI0010510  bfl-mir-2072
MI   MI0026911  ppc-mir-8251
//
AC   MIPF0001652
ID   mir-9180
MI   MI0028003  cfa-mir-8813-2
MI   MI0027893  cfa-mir-8813-1
MI   MI0028410  eca-mir-9180
//
AC   MIPF0001653
ID   mir-1257
MI   MI0006688  oan-mir-1338
MI   MI0006391  hsa-mir-1257
MI   MI0015217  ppy-mir-1257
//
AC   MIPF0001654
ID   mir-4740
MI   MI0006858  oan-mir-1381
MI   MI0011722  dps-mir-2573
MI   MI0017378  hsa-mir-4740
//
AC   MIPF0001655
ID   mir-6130
MI   MI0021284  mml-mir-6130
MI   MI0021275  hsa-mir-6130
MI   MI0021265  ptr-mir-6130
//
AC   MIPF0001656
ID   mir-5002
MI   MI0015830  hsa-mir-4298
MI   MI0016868  hsa-mir-4505
MI   MI0017868  hsa-mir-5002
//
AC   MIPF0001657
ID   MIR1030h
MI   MI0005981  ppt-MIR1030g
MI   MI0005982  ppt-MIR1030h
MI   MI0005980  ppt-MIR1030f
//
AC   MIPF0001658
ID   mir-5188
MI   MI0018167  hsa-mir-5188
MI   MI0025867  stu-MIR8044
MI   MI0006013  ppt-MIR1054
//
AC   MIPF0001659
ID   mir-6126
MI   MI0005705  cre-MIR912
MI   MI0021260  hsa-mir-6126
MI   MI0012466  bmo-mir-2846
//
AC   MIPF0001660
ID   mir-606
MI   MI0003619  hsa-mir-606
MI   MI0015092  ppy-mir-606
MI   MI0012572  ptr-mir-606
//
AC   MIPF0001661
ID   MIR4245
MI   MI0015807  aly-MIR4245
MI   MI0005156  sme-mir-92
MI   MI0020194  ath-MIR4245
//
AC   MIPF0001662
ID   mir-3542-2
MI   MI0031767  rno-mir-3542-2
MI   MI0015396  rno-mir-3542-1
MI   MI0024418  lja-MIR7534
//
AC   MIPF0001663
ID   mir-1993
MI   MI0010252  lgi-mir-1993
MI   MI0010781  sme-mir-1993
MI   MI0010230  cte-mir-1993
//
AC   MIPF0001664
ID   mir-4145
MI   MI0019235  ath-MIR5652
MI   MI0019199  ath-MIR5628
MI   MI0015700  cin-mir-4145
//
AC   MIPF0001665
ID   mir-6858
MI   MI0017716  cel-mir-4930
MI   MI0014263  bmo-mir-3210
MI   MI0022704  hsa-mir-6858
//
AC   MIPF0001666
ID   mir-9097
MI   MI0028273  eca-mir-9097
MI   MI0022655  hsa-mir-6810
MI   MI0016898  hsa-mir-4531
//
AC   MIPF0001667
ID   mir-719
MI   MI0021979  ptc-MIR6469
MI   MI0022446  gga-mir-6627
MI   MI0004651  mmu-mir-719
//
AC   MIPF0001668
ID   mir-3072
MI   MI0014035  mmu-mir-3072
MI   MI0021856  rno-mir-3072
MI   MI0020483  cgr-mir-3072
//
AC   MIPF0001669
ID   MIR5294c
MI   MI0018465  mtr-MIR5294c
MI   MI0018464  mtr-MIR5294b
MI   MI0018463  mtr-MIR5294a
//
AC   MIPF0001670
ID   mir-3718c
MI   MI0016156  ame-mir-3718b
MI   MI0016150  ame-mir-3718a
MI   MI0031790  ame-mir-3718c
//
AC   MIPF0001671
ID   mir-738
MI   MI0011353  bta-mir-2328
MI   MI0004784  dre-mir-738
MI   MI0023396  ccr-mir-738
//
AC   MIPF0001672
ID   mir-1814
MI   MI0030649  chi-mir-1814
MI   MI0011466  bta-mir-1814c
MI   MI0011350  bta-mir-2325a
//
AC   MIPF0001673
ID   mir-4909
MI   MI0000613  rno-mir-336
MI   MI0007406  gga-mir-1672
MI   MI0017704  dme-mir-4909
//
AC   MIPF0001674
ID   mir-1677b
MI   MI0003683  hsa-mir-659
MI   MI0031371  oha-mir-1677b
MI   MI0018769  aca-mir-1677b
//
AC   MIPF0001675
ID   mir-rL1-11
MI   MI0023555  gga-mir-6648-2
MI   MI0022467  gga-mir-6648-1
MI   MI0003747  rlcv-mir-rL1-11
//
AC   MIPF0001676
ID   mir-1910
MI   MI0022421  gga-mir-6602
MI   MI0015277  ppy-mir-1910
MI   MI0008331  hsa-mir-1910
//
AC   MIPF0001677
ID   mir-2a
MI   MI0021820  sma-mir-2a
MI   MI0006091  smo-MIR1104
MI   MI0015283  sja-mir-2a
//
AC   MIPF0001678
ID   mir-341
MI   MI0000624  rno-mir-341
MI   MI0000625  mmu-mir-341
MI   MI0031810  ame-mir-9884
//
AC   MIPF0001679
ID   mir-9018
MI   MI0028181  eca-mir-9018
MI   MI0013870  hma-mir-3009
MI   MI0015597  cin-mir-4046
//
AC   MIPF0001680
ID   mir-4780
MI   MI0009932  mmu-mir-1943
MI   MI0017357  hsa-mir-4722
MI   MI0017424  hsa-mir-4780
//
AC   MIPF0001681
ID   mir-7847
MI   MI0000635  rno-mir-347
MI   MI0025517  hsa-mir-7847
MI   MI0008316  mmu-mir-1895
//
AC   MIPF0001682
ID   mir-34b
MI   MI0026279  bbe-mir-34g
MI   MI0026237  bbe-mir-34b
MI   MI0010512  bfl-mir-34b
//
AC   MIPF0001683
ID   mir-1258
MI   MI0020870  mml-mir-1258
MI   MI0008462  ptr-mir-1258
MI   MI0006392  hsa-mir-1258
//
AC   MIPF0001684
ID   mir-9117
MI   MI0022761  mmu-mir-6914
MI   MI0028297  eca-mir-9117
MI   MI0014322  bmo-mir-3266
//
AC   MIPF0001685
ID   mir-7278
MI   MI0019821  osa-MIR5805
MI   MI0023782  mdo-mir-7278
MI   MI0022469  gga-mir-6650
//
AC   MIPF0001686
ID   MIR6137b
MI   MI0013271  osa-MIR2929
MI   MI0021307  pgi-MIR6137a
MI   MI0021308  pgi-MIR6137b
//
AC   MIPF0001687
ID   mir-1909
MI   MI0022634  hsa-mir-6789
MI   MI0008330  hsa-mir-1909
MI   MI0015276  ppy-mir-1909
//
AC   MIPF0001688
ID   mir-7396
MI   MI0027480  atr-MIR8592
MI   MI0007985  cel-mir-1823
MI   MI0024012  mdo-mir-7396
//
AC   MIPF0001689
ID   MIR9772b
MI   MI0031655  ata-MIR9772a
MI   MI0031680  ata-MIR9772b
MI   MI0031524  tae-MIR9772
//
AC   MIPF0001690
ID   mir-4774
MI   MI0020161  hco-mir-5983
MI   MI0017417  hsa-mir-4774
MI   MI0020930  ppy-mir-4774
//
AC   MIPF0001691
ID   MIR5384
MI   MI0022411  gga-mir-6591
MI   MI0018691  sbi-MIR5384
MI   MI0030407  tae-MIR5384
//
AC   MIPF0001692
ID   mir-5365b
MI   MI0016170  ame-mir-3766
MI   MI0018618  asu-mir-5365b
MI   MI0018616  asu-mir-5365a
//
AC   MIPF0001693
ID   mir-9882
MI   MI0015958  cbr-mir-357-2
MI   MI0001400  cbr-mir-357-1
MI   MI0031808  ame-mir-9882
//
AC   MIPF0001694
ID   mir-4131
MI   MI0005968  ppt-MIR1026b
MI   MI0005967  ppt-MIR1026a
MI   MI0015686  cin-mir-4131
//
AC   MIPF0001695
ID   mir-358
MI   MI0000757  cel-mir-358
MI   MI0024751  crm-mir-358
MI   MI0001403  cbr-mir-358
//
AC   MIPF0001696
ID   mir-1228
MI   MI0020776  ggo-mir-1228
MI   MI0015197  ppy-mir-1228
MI   MI0006318  hsa-mir-1228
//
AC   MIPF0001697
ID   mir-1889
MI   MI0008309  aga-mir-1889
MI   MI0013628  cqu-mir-1889
MI   MI0013448  aae-mir-1889
//
AC   MIPF0001698
ID   mir-4899
MI   MI0028972  gsa-lin-4
MI   MI0026266  bbe-mir-4899
MI   MI0017673  bfl-mir-4899
//
AC   MIPF0001699
ID   mir-555
MI   MI0015049  ppy-mir-555
MI   MI0008773  ptr-mir-555
MI   MI0003561  hsa-mir-555
//
AC   MIPF0001700
ID   mir-m01-1
MI   MI0006246  mcmv-mir-m01-1
MI   MI0027847  gra-MIR8704
MI   MI0023470  bma-mir-5868
//
AC   MIPF0001701
ID   mir-4427
MI   MI0023772  mdo-mir-7270
MI   MI0016766  hsa-mir-4427
MI   MI0020948  ppy-mir-4427
//
AC   MIPF0001702
ID   mir-4796
MI   MI0020889  mml-mir-4796
MI   MI0020947  ppy-mir-4796
MI   MI0017443  hsa-mir-4796
//
AC   MIPF0001703
ID   MIR9408
MI   MI0029002  bol-MIR9408
MI   MI0029298  bra-MIR9408
MI   MI0006010  ppt-MIR1051
//
AC   MIPF0001704
ID   mir-153
MI   MI0028977  gsa-mir-153
MI   MI0017812  emu-mir-153
MI   MI0017788  egr-mir-153
//
AC   MIPF0001705
ID   mir-H18
MI   MI0016064  hsa-mir-3663
MI   MI0017275  hsa-mir-4648
MI   MI0013892  hsv1-mir-H18
//
AC   MIPF0001706
ID   mir-9170
MI   MI0028396  eca-mir-9170
MI   MI0028293  eca-mir-9113
MI   MI0027925  cfa-mir-8839
//
AC   MIPF0001707
ID   mir-607
MI   MI0007865  mml-mir-607
MI   MI0003620  hsa-mir-607
MI   MI0025042  mmu-mir-7689
//
AC   MIPF0001708
ID   MIR5253
MI   MI0018355  mtr-MIR5253
MI   MI0007240  gma-MIR1523a
MI   MI0017902  gma-MIR1523b
//
AC   MIPF0001709
ID   mir-rL1-27
MI   MI0003732  ebv-mir-BART10
MI   MI0013286  rlcv-mir-rL1-27
MI   MI0018994  pti-MIR5476
//
AC   MIPF0001710
ID   mir-878
MI   MI0028275  eca-mir-9098
MI   MI0006120  rno-mir-878
MI   MI0005548  mmu-mir-878
//
AC   MIPF0001711
ID   mir-731
MI   MI0004776  dre-mir-731
MI   MI0026737  ssa-mir-731
MI   MI0019440  ola-mir-731
//
AC   MIPF0001712
ID   MIR9863b
MI   MI0031721  ata-MIR9863b
MI   MI0031654  ata-MIR9863a
MI   MI0013366  ath-MIR2936
//
AC   MIPF0001713
ID   MIR6024
MI   MI0020241  stu-MIR6024
MI   MI0020243  nta-MIR6024
MI   MI0020242  sly-MIR6024
//
AC   MIPF0001714
ID   mir-4945
MI   MI0017731  dme-mir-4945
MI   MI0016212  ame-mir-3797
MI   MI0016045  dme-mir-3645
//
AC   MIPF0001715
ID   mir-4058
MI   MI0011417  bta-mir-2380
MI   MI0015609  cin-mir-4058
MI   MI0016015  vvi-MIR3623
//
AC   MIPF0001716
ID   MIR8175
MI   MI0021724  gma-MIR6300
MI   MI0021482  hbr-MIR6172
MI   MI0026805  ath-MIR8175
//
AC   MIPF0001717
ID   MIR391
MI   MI0030560  bra-MIR391
MI   MI0001002  ath-MIR391
MI   MI0014571  aly-MIR391
//
AC   MIPF0001718
ID   mir-44
MI   MI0025714  prd-mir-44
MI   MI0012134  cte-mir-996
MI   MI0018602  asu-mir-44b
//
AC   MIPF0001719
ID   mir-5946c
MI   MI0020139  hco-mir-5946c
MI   MI0012142  cte-mir-2699
MI   MI0020116  hco-mir-5946a
//
AC   MIPF0001720
ID   mir-2058
MI   MI0026201  bbe-mir-2058
MI   MI0030401  tae-MIR9673
MI   MI0010493  bfl-mir-2058
//
AC   MIPF0001721
ID   mir-3853
MI   MI0018479  sly-MIR5302a
MI   MI0029106  sly-MIR5302b
MI   MI0016328  tca-mir-3853
//
AC   MIPF0001722
ID   mir-3145
MI   MI0020951  ppy-mir-3145
MI   MI0014170  hsa-mir-3145
MI   MI0020897  mml-mir-3145
//
AC   MIPF0001723
ID   MIR5250
MI   MI0017948  bdi-MIR5058
MI   MIMAT0001585  osa-MIR435
MI   MI0018351  mtr-MIR5250
//
AC   MIPF0001724
ID   MIR2617c
MI   MI0011881  mtr-MIR2617a
MI   MI0011883  mtr-MIR2617b
MI   MI0011882  mtr-MIR2617c
//
AC   MIPF0001725
ID   mir-2067
MI   MI0017974  osa-MIR5083
MI   MI0010505  bfl-mir-2067
MI   MI0026210  bbe-mir-2067
//
AC   MIPF0001726
ID   mir-4988
MI   MI0028970  gsa-mir-184b
MI   MI0017793  egr-mir-4988
MI   MI0017817  emu-mir-4988
//
AC   MIPF0001727
ID   MIR3522
MI   MI0018650  gma-MIR3522
MI   MI0015366  gso-MIR3522b
MI   MI0015365  gso-MIR3522a
//
AC   MIPF0001728
ID   MIR6116
MI   MI0019670  mtr-MIR5745a
MI   MI0019690  mtr-MIR5745b
MI   MI0021109  cca-MIR6116
//
AC   MIPF0001729
ID   mir-8917
MI   MI0026998  ppc-mir-8306
MI   MI0022958  hsa-mir-7107
MI   MI0028052  eca-mir-8917
//
AC   MIPF0001730
ID   mir-2686c
MI   MI0012122  cte-mir-2686c
MI   MI0012120  cte-mir-2686a
MI   MI0012121  cte-mir-2686b
//
AC   MIPF0001731
ID   MIR815c
MI   MI0005244  osa-MIR815c
MI   MI0005243  osa-MIR815b
MI   MI0005242  osa-MIR815a
//
AC   MIPF0001732
ID   mir-8219
MI   MI0029130  bdi-MIR9482
MI   MI0017251  osa-MIR3979
MI   MI0026862  ppc-mir-8219
//
AC   MIPF0001733
ID   mir-3174
MI   MI0022388  gga-mir-6570
MI   MI0020955  ppy-mir-3174
MI   MI0014208  hsa-mir-3174
//
AC   MIPF0001734
ID   MIR834
MI   MI0005390  ath-MIR834
MI   MI0014610  aly-MIR834
MI   MI0016901  hsa-mir-4534
//
AC   MIPF0001735
ID   mir-2076
MI   MI0026219  bbe-mir-2076
MI   MI0010515  bfl-mir-2076
MI   MI0025636  prd-mir-7579
//
AC   MIPF0001736
ID   mir-883
MI   MI0005477  mmu-mir-883b
